2022 Federal Election House of Representatives First Preferences By Candidate By Vote Type [Event:27966 Phase:FinalResults Generated:2022-07-19T10:29:59 Cycle:06578790-03c6-4cf4-b786-103cfb915abd Created:2022-07-19T10:24:10 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.9.9.0]
StateAb,DivisionID,DivisionNm,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,OrdinaryVotes,AbsentVotes,ProvisionalVotes,PrePollVotes,PostalVotes,TotalVotes,Swing
VIC,205,Chisholm,37839,TSENG,Wayne,11,N,N,IND,Independent,480,31,3,35,208,757,0.78
VIC,205,Chisholm,36382,GARLAND,Carina,12,Y,N,ALP,Australian Labor Party,28443,960,83,1099,8107,38692,3.77
VIC,205,Chisholm,999,Informal,Informal,999,N,N,,Informal,3674,219,28,186,656,4763,0.44
VIC,320,Cooper,36690,BANGAAR,Rabin,1,N,N,AJP,Animal Justice Party,1495,147,8,119,438,2207,-0.2
VIC,320,Cooper,36659,LARKIN,Kath,2,N,N,VNS,Victorian Socialists,2788,123,12,99,228,3250,-0.75
VIC,320,Cooper,36527,LIDDLE,Celeste,3,N,N,GRN,The Greens,20025,1438,98,963,3124,25648,6.43
VIC,320,Cooper,36049,WHITEHEAD,Adrian,4,N,N,SOPA,"FUSION: Science, Pirate, Secular, Climate Emergency",1184,62,6,77,256,1585,1.69
VIC,320,Cooper,36730,ATKINSON,Jadon,5,N,N,LP,Liberal,11200,504,48,621,2956,15329,-3.25
VIC,320,Cooper,35995,LA ROSA,Adam,6,N,N,UAPP,United Australia Party,3175,213,17,211,554,4170,2.48
VIC,320,Cooper,37778,TURNER,William Tristan,7,N,N,ON,Pauline Hanson's One Nation,2008,157,6,154,482,2807,2.99
VIC,320,Cooper,36384,KEARNEY,Ged,8,Y,Y,ALP,Australian Labor Party,29771,1303,126,1231,6323,38754,-5.52
VIC,320,Cooper,999,Informal,Informal,999,N,N,,Informal,3310,228,16,181,434,4169,-0.66
VIC,328,Corangamite,37799,JUHASZ,Stephen,1,N,N,CYA,Australian Federation Party,609,78,1,49,131,868,0.86
VIC,328,Corangamite,36493,MARSHALL,Alex,2,N,N,GRN,The Greens,11530,835,54,795,2135,15349,6.49
VIC,328,Corangamite,36391,COKER,Libby,3,Y,Y,ALP,Australian Labor Party,29065,1159,75,1370,6904,38573,2.41
VIC,328,Corangamite,36673,WATKINS,Meg,4,N,N,AJP,Animal Justice Party,1424,82,9,73,398,1986,-0.17
VIC,328,Corangamite,36708,ASHER,Stephanie,5,N,N,LP,Liberal,24295,898,50,1374,7846,34463,-8.26
VIC,328,Corangamite,36944,BARKER,Paul,6,N,N,LDP,Liberal Democrats,1933,101,6,98,388,2526,2.5
VIC,328,Corangamite,37647,SORENSEN,Luke,7,N,N,ON,Pauline Hanson's One Nation,1742,166,16,148,476,2548,2.52
VIC,328,Corangamite,35997,ABOU-ZEID,Daniel William,8,N,N,UAPP,United Australia Party,2445,158,8,164,458,3233,1.02
VIC,328,Corangamite,37293,D'ARGENT,Jean-Marie,9,N,N,DHJP,Derryn Hinch's Justice Party,868,61,3,56,433,1421,-1.22
VIC,328,Corangamite,999,Informal,Informal,999,N,N,,Informal,3259,175,14,183,457,4088,-0.06
VIC,208,Corio,36961,BULL,Sue,1,N,N,SAL,Socialist Alliance,2045,82,12,66,239,2444,2.52
VIC,208,Corio,37762,TAYLOR,Jessica,2,N,N,CYA,Australian Federation Party,781,60,5,61,173,1080,1.11
VIC,208,Corio,36710,PATEL,Manish,3,N,N,LP,Liberal,17725,672,59,814,4552,23822,-9.28
VIC,208,Corio,36495,NORTHEAST,Simon,4,N,N,GRN,The Greens,11174,688,41,604,1943,14450,1.84
VIC,208,Corio,37669,JONES,Robert,5,N,N,ON,Pauline Hanson's One Nation,2733,157,13,157,728,3788,3.91
VIC,208,Corio,36681,ADAMS,Naomi,6,N,N,AJP,Animal Justice Party,1605,101,6,93,545,2350,2.42
VIC,208,Corio,36899,PAYNE,Max,7,N,N,LDP,Liberal Democrats,2717,118,6,128,414,3383,3.49
VIC,208,Corio,35989,MURDOCK,Shane,8,N,N,UAPP,United Australia Party,3783,184,20,141,653,4781,-0.55
VIC,208,Corio,36381,MARLES,Richard,9,Y,Y,ALP,Australian Labor Party,31662,1091,99,1144,6850,40846,-5.47
VIC,208,Corio,999,Informal,Informal,999,N,N,,Informal,4417,207,22,165,530,5341,1.66
VIC,209,Deakin,36387,GREGG,Matt,1,N,N,ALP,Australian Labor Party,25027,984,78,1114,5641,32844,0.4
VIC,209,Deakin,36500,HUMPHREYS,Rob,2,N,N,GRN,The Greens,10608,672,42,583,1999,13904,4.58
VIC,209,Deakin,37833,LIU,Qian,3,N,N,IND,Independent,800,98,4,84,285,1271,1.27
VIC,209,Deakin,36707,DOLHEGUY,Katherine,4,N,N,AJP,Animal Justice Party,1072,93,2,80,403,1650,-0.31
VIC,209,Deakin,36876,CARR,Harrison,5,N,N,LDP,Liberal Democrats,1295,126,10,90,322,1843,1.84
VIC,209,Deakin,36712,SUKKAR,Michael,6,Y,Y,LP,Liberal,29937,941,80,1362,9306,41626,-6.21
VIC,209,Deakin,37277,THOMPSON,Judith,7,N,N,DHJP,Derryn Hinch's Justice Party,654,51,4,40,331,1080,-2.23
VIC,209,Deakin,35992,GIDLEY,Bianca Joy,8,N,N,UAPP,United Australia Party,2100,161,11,142,422,2836,0.76
VIC,209,Deakin,37444,BASTIN,Samantha,9,N,N,CYA,Australian Federation Party,740,29,5,21,114,909,0.91
VIC,209,Deakin,37743,COUGHLAN,Natasha,10,N,N,ON,Pauline Hanson's One Nation,1638,140,3,135,390,2306,2.3
VIC,209,Deakin,999,Informal,Informal,999,N,N,,Informal,3408,246,15,192,558,4419,0.15
VIC,210,Dunkley,37460,BERGWERF,Darren,1,N,N,IND,Independent,2809,149,15,150,575,3698,3.86
VIC,210,Dunkley,36389,MURPHY,Peta,2,Y,Y,ALP,Australian Labor Party,29115,1035,100,1145,7111,38506,1.71
VIC,210,Dunkley,36925,WILLIS,Damian,3,N,N,LDP,Liberal Democrats,1753,128,5,115,397,2398,2.51
VIC,210,Dunkley,36742,JOHNSTON,Elizabeth,4,N,N,AJP,Animal Justice Party,1326,115,5,88,479,2013,-0.96
VIC,210,Dunkley,36503,O'BRIEN,Liam,5,N,N,GRN,The Greens,7450,546,28,458,1416,9898,1.95
VIC,210,Dunkley,36713,COOMBES,Sharn,6,N,N,LP,Liberal,22768,692,64,1023,6561,31108,-7.38
VIC,210,Dunkley,37772,MIDDLEBROOK,Scott,7,N,N,ON,Pauline Hanson's One Nation,1813,152,8,155,561,2689,2.81
VIC,210,Dunkley,37445,WOODS,Kathryn,8,N,N,CYA,Australian Federation Party,428,30,1,29,78,566,0.59
VIC,210,Dunkley,35996,IRVINE,Adrian Kain,9,N,N,UAPP,United Australia Party,3687,240,13,215,691,4846,2.46
VIC,210,Dunkley,999,Informal,Informal,999,N,N,,Informal,3734,231,23,201,561,4750,-0.41
VIC,211,Flinders,36001,VAN DER END,Alex,1,N,N,UAPP,United Australia Party,3402,189,21,272,588,4472,2
VIC,211,Flinders,37736,MARR,Cyndi,2,N,N,ON,Pauline Hanson's One Nation,2517,128,17,195,516,3373,3.41
VIC,211,Flinders,36924,ABRAHAM,Chrysten,3,N,N,LDP,Liberal Democrats,1822,88,4,114,338,2366,2.39
VIC,211,Flinders,36714,McKENZIE,Zoe,4,Y,N,LP,Liberal,31064,823,49,1804,9273,43013,-3.23
VIC,211,Flinders,37798,EARL,Jefferson,5,N,N,CYA,Australian Federation Party,357,24,2,27,76,486,0.49
VIC,211,Flinders,36506,LANE,Colin,6,N,N,GRN,The Greens,7044,482,25,545,1197,9293,2.59
VIC,211,Flinders,37583,RUSSELL,Sarah,7,N,N,IND,Independent,4049,109,14,199,818,5189,5.25
VIC,211,Flinders,36393,SNOWBALL,Surbhi,8,N,N,ALP,Australian Labor Party,16643,537,31,781,3495,21487,-3.01
VIC,211,Flinders,37210,O'CONNOR,Despi,9,N,N,IND,Independent,5936,158,19,178,872,7163,7.24
VIC,211,Flinders,36697,ENGELANDER,Pamela,10,N,N,AJP,Animal Justice Party,1479,88,1,99,393,2060,-0.3
VIC,211,Flinders,999,Informal,Informal,999,N,N,,Informal,4577,224,12,279,595,5687,-0.5
VIC,321,Fraser,36716,WOOD,David,1,N,N,LP,Liberal,17204,829,164,759,3774,22730,0.73
VIC,321,Fraser,36385,MULINO,Daniel,2,Y,Y,ALP,Australian Labor Party,29112,1342,200,1285,6793,38732,-8.73
VIC,321,Fraser,36882,CURSIO,Anthony,3,N,N,LDP,Liberal Democrats,1753,121,16,99,360,2349,2.55
VIC,321,Fraser,36510,MITCHELL-SEARS,Bella,4,N,N,GRN,The Greens,12577,950,91,863,2597,17078,4.66
VIC,321,Fraser,36005,RAYMOND,Keith James Aaron,5,N,N,UAPP,United Australia Party,3026,250,23,182,607,4088,-2.05
VIC,321,Fraser,37630,de PYLE,Sabine,6,N,N,ON,Pauline Hanson's One Nation,1908,142,13,133,499,2695,2.93
VIC,321,Fraser,36654,ROBERTSON,Catherine,7,N,N,VNS,Victorian Socialists,3744,132,29,118,406,4429,4.81
VIC,321,Fraser,999,Informal,Informal,999,N,N,,Informal,3484,205,38,116,415,4258,-0.39
VIC,212,Gellibrand,36513,RODOREDA,Suzette,1,N,N,GRN,The Greens,11673,643,79,652,2194,15241,2.67
VIC,212,Gellibrand,36718,CLARK,Monica,2,N,N,LP,Liberal,18650,728,101,979,4411,24869,-3.8
VIC,212,Gellibrand,37443,MOORS,Sharynn,3,N,N,CYA,Australian Federation Party,875,50,8,53,149,1135,1.23
VIC,212,Gellibrand,36731,CHARLES,Andrew,4,N,N,VNS,Victorian Socialists,1145,81,12,89,176,1503,1.63
VIC,212,Gellibrand,36009,ISAC,Abraham,5,N,N,UAPP,United Australia Party,3962,219,30,221,648,5080,-0.14
VIC,212,Gellibrand,36874,GLASSON,Chloe,6,N,N,LDP,Liberal Democrats,1640,80,6,105,354,2185,2.37
VIC,212,Gellibrand,37819,BRADDOCK,Rob,7,N,N,ON,Pauline Hanson's One Nation,1903,103,8,177,611,2802,3.04
VIC,212,Gellibrand,36388,WATTS,Tim,8,Y,Y,ALP,Australian Labor Party,30103,1062,161,1326,6730,39382,-6.3
VIC,212,Gellibrand,999,Informal,Informal,999,N,N,,Informal,3860,193,26,179,471,4729,1.25
VIC,213,Gippsland,37653,HANSFORD,Greg,1,N,N,ON,Pauline Hanson's One Nation,7997,210,7,457,772,9443,9.36
VIC,213,Gippsland,36048,CHESTER,Darren,2,Y,Y,NP,The Nationals,48195,592,46,1642,4160,54635,0.14
VIC,213,Gippsland,36004,FORSTER,Gregory Emil,3,N,N,UAPP,United Australia Party,4010,108,4,175,296,4593,0.15
VIC,213,Gippsland,36534,THORPE,Marjorie,4,N,N,GRN,The Greens,6998,298,12,457,780,8545,2.43
VIC,213,Gippsland,36880,McDONALD,Jim,5,N,N,LDP,Liberal Democrats,3255,183,2,355,491,4286,4.25
VIC,213,Gippsland,36392,LANGLEY,Jannette,6,N,N,ALP,Australian Labor Party,16551,360,22,786,1685,19404,-3.97
VIC,213,Gippsland,999,Informal,Informal,999,N,N,,Informal,2717,59,3,92,202,3073,-2.26
VIC,214,Goldstein,36687,GALLI-McROSTIE,Alana,1,N,N,GRN,The Greens,5616,508,32,460,1067,7683,-6.21
VIC,214,Goldstein,37279,SULLIVAN,Ellie Jean,2,N,N,DHJP,Derryn Hinch's Justice Party,350,35,4,26,174,589,0.6
VIC,214,Goldstein,37572,HOULT,Brandon,3,N,N,SPP,Sustainable Australia Party - Stop Overdevelopment / Corruption,274,37,0,26,106,443,-1.21
VIC,214,Goldstein,36932,SEGAL,David,4,N,N,LDP,Liberal Democrats,1500,128,8,101,335,2072,2.11
VIC,214,Goldstein,36074,DANIEL,Zoe,5,Y,N,IND,Independent,27251,829,89,840,4806,33815,34.47
VIC,214,Goldstein,37667,STARK,Lisa,6,N,N,ON,Pauline Hanson's One Nation,911,47,2,60,219,1239,1.26
VIC,214,Goldstein,36007,REYNOLDS,Catherine Frances,7,N,N,UAPP,United Australia Party,1373,101,5,97,264,1840,-0.08
VIC,214,Goldstein,36717,WILSON,Tim,8,N,Y,LP,Liberal,29315,904,111,1087,8190,39607,-12.29
VIC,214,Goldstein,36416,ABBOTT,Martyn,9,N,N,ALP,Australian Labor Party,7808,454,46,431,2060,10799,-17.3
VIC,214,Goldstein,999,Informal,Informal,999,N,N,,Informal,2716,185,14,136,436,3487,1.22
VIC,309,Gorton,37668,CONNOR,Daniel,1,N,N,ON,Pauline Hanson's One Nation,4807,282,39,462,1129,6719,7.27
VIC,309,Gorton,36757,MORRIS,Praise,2,N,N,GRN,The Greens,5912,473,42,564,1334,8325,1.58
VIC,309,Gorton,36012,VIRAG,Michael,3,N,N,UAPP,United Australia Party,5382,246,47,344,1063,7082,0.36
VIC,309,Gorton,36678,GIBSON,Belle,4,N,N,VNS,Victorian Socialists,1703,59,14,122,166,2064,2.23
VIC,309,Gorton,36421,O'CONNOR,Brendan,5,Y,Y,ALP,Australian Labor Party,27996,1044,206,1976,6956,38178,-10.13
VIC,309,Gorton,37784,LONCAR,Steven J,6,N,N,IND,Independent,1711,90,18,114,408,2341,2.53
VIC,309,Gorton,37187,DOBRAN,Tony,7,N,N,GAP,The Great Australian Party,1034,36,11,51,180,1312,0.64
VIC,309,Gorton,37681,LASSIG,Paul,8,N,N,CYA,Australian Federation Party,860,28,5,45,125,1063,1.15
VIC,309,Gorton,36719,FLETCHER,John,9,N,N,LP,Liberal,18591,683,137,1419,4520,25350,-0.56
VIC,309,Gorton,999,Informal,Informal,999,N,N,,Informal,5799,254,36,389,611,7089,1.04
VIC,326,Hawke,37769,WILLIAMS,Michael,1,N,N,CYA,Australian Federation Party,1461,120,5,115,225,1926,2.21
VIC,326,Hawke,37194,LACEY,Michael Edward,2,N,N,GAP,The Great Australian Party,1510,75,4,60,178,1827,2.1
VIC,326,Hawke,36426,RAE,Sam,3,Y,N,ALP,Australian Labor Party,25285,838,104,978,4815,32020,-7.44
VIC,326,Hawke,37859,BINGHAM,Jarrod James,4,N,N,IND,Independent,5692,138,20,134,924,6908,1.5
VIC,326,Hawke,37228,MARTUCCI,Max,5,N,N,TNL,TNL,1275,23,4,24,106,1432,1.64
VIC,326,Hawke,36715,HAQUE,Enamul,6,N,N,LP,Liberal,17844,564,47,813,3692,22960,-3.01
VIC,326,Hawke,36518,WHEELOCK,Lynda,7,N,N,GRN,The Greens,5887,372,21,365,1140,7785,1.56
VIC,326,Hawke,37623,SUDUK,Nick,8,N,N,ON,Pauline Hanson's One Nation,3504,214,25,226,903,4872,3.88
VIC,326,Hawke,35961,VESSEY,Glenn,9,N,N,CEC,Citizens Party,322,25,0,17,70,434,0.5
VIC,326,Hawke,36684,HYNES,Jack,10,N,N,VNS,Victorian Socialists,697,35,4,35,118,889,1.02
VIC,326,Hawke,36015,CUTHBERTSON,Andrew Glenn,11,N,N,UAPP,United Australia Party,4794,256,20,237,824,6131,0.71
VIC,326,Hawke,999,Informal,Informal,999,N,N,,Informal,6582,284,26,240,603,7735,2.61
VIC,215,Higgins,36940,FORD,Matthew,1,N,N,LDP,Liberal Democrats,1860,174,5,194,415,2648,2.77
VIC,215,Higgins,36017,SPENCER,Ingram Magnus,2,N,N,UAPP,United Australia Party,1309,136,5,136,331,1917,0.84
VIC,215,Higgins,36748,WALKER,Alicia,3,N,N,AJP,Animal Justice Party,847,83,6,78,281,1295,-0.4
VIC,215,Higgins,36732,ALLEN,Katie,4,N,Y,LP,Liberal,27490,1228,92,1449,8600,38859,-5.84
VIC,215,Higgins,37573,JOHNSON,Andrew,5,N,N,REAS,Reason Australia,1015,59,0,59,325,1458,1.53
VIC,215,Higgins,36433,ANANDA-RAJAH,Michelle,6,Y,N,ALP,Australian Labor Party,20130,1011,70,1153,4823,27187,2.39
VIC,215,Higgins,37802,MENOUDAKIS,Suzie,7,N,N,CYA,Australian Federation Party,348,37,2,29,99,515,0.54
VIC,215,Higgins,36521,SEMMENS,Sonya,8,N,N,GRN,The Greens,16189,1113,79,1069,3182,21632,-0.06
VIC,215,Higgins,999,Informal,Informal,999,N,N,,Informal,2004,192,8,124,446,2774,0.31
VIC,216,Holt,37827,RAGUPATHY,Ravi,1,N,N,IND,Independent,1955,179,7,141,391,2673,3.01
VIC,216,Holt,36438,FERNANDO,Cassandra,2,Y,N,ALP,Australian Labor Party,28609,1325,243,1280,4869,36326,-9.68
VIC,216,Holt,36021,HANSEN,Gerardine,3,N,N,UAPP,United Australia Party,7002,395,43,340,812,8592,3.52
VIC,216,Holt,37635,AMBARD,Sandy,4,N,N,ON,Pauline Hanson's One Nation,2871,274,19,259,872,4295,4.7
VIC,216,Holt,37768,SALDANHA,Gregory,5,N,N,CYA,Australian Federation Party,518,46,4,41,121,730,0.82
VIC,216,Holt,36936,NUNEZ-SILVA,Matthew,6,N,N,LDP,Liberal Democrats,1783,151,7,133,349,2423,2.73
VIC,216,Holt,36525,MATHEW,Sujit,7,N,N,GRN,The Greens,5532,523,31,391,1106,7583,1.37
VIC,216,Holt,36722,PERERA,Ranj,8,N,N,LP,Liberal,19988,842,111,996,4337,26274,-6.21
VIC,216,Holt,999,Informal,Informal,999,N,N,,Informal,5074,374,51,221,507,6227,2.38
VIC,217,Hotham,36962,SOK,Edward,1,N,N,LDP,Liberal Democrats,4926,343,59,283,980,6591,6.58
VIC,217,Hotham,36428,O'NEIL,Clare,2,Y,Y,ALP,Australian Labor Party,35230,1520,241,1327,8817,47135,-3.72
VIC,217,Hotham,36529,WILLOUGHBY,Louisa,3,N,N,GRN,The Greens,9070,793,59,563,1923,12408,3.44
VIC,217,Hotham,36023,RIDGWAY,Bruce Scott,4,N,N,UAPP,United Australia Party,4557,285,37,219,771,5869,2.17
VIC,217,Hotham,37657,TULL,Roger,5,N,N,ON,Pauline Hanson's One Nation,2002,177,7,134,606,2926,2.92
VIC,217,Hotham,36720,BEVINAKOPPA,Savitri,6,N,N,LP,Liberal,18703,850,76,856,4788,25273,-8.15
VIC,217,Hotham,999,Informal,Informal,999,N,N,,Informal,2926,168,43,81,470,3688,-0.85
VIC,218,Indi,36698,ALEKSOV,Angel,1,N,N,AJP,Animal Justice Party,1318,59,9,137,226,1749,1.72
VIC,218,Indi,32086,HAINES,Helen,2,Y,Y,IND,Independent,33366,565,69,1613,5706,41319,8.33
VIC,218,Indi,37281,O'CONNELL,Lachlan,3,N,N,DHJP,Derryn Hinch's Justice Party,803,22,3,62,184,1074,-1.8
VIC,218,Indi,36025,WILLIAMS,Stephen,4,N,N,UAPP,United Australia Party,1956,85,8,180,329,2558,-1.42
VIC,218,Indi,37678,STEVENS,Beth,5,N,N,ON,Pauline Hanson's One Nation,4283,103,24,300,656,5366,5.28
VIC,218,Indi,36531,GILBERT,Benjamin,6,N,N,GRN,The Greens,2610,212,10,364,430,3626,-0.64
VIC,218,Indi,36055,FISHER,Liz,7,N,N,NP,The Nationals,3174,39,7,156,478,3854,-5.66
VIC,218,Indi,36431,DAVID,Nadia,8,N,N,ALP,Australian Labor Party,6896,204,17,523,1083,8723,-3.5
VIC,218,Indi,36898,FIDGE,Julian,9,N,N,LDP,Liberal Democrats,1832,50,8,138,272,2300,2.26
VIC,218,Indi,36721,LYMAN,Ross,10,N,N,LP,Liberal,25137,414,32,1174,4238,30995,-4.57
VIC,218,Indi,999,Informal,Informal,999,N,N,,Informal,5054,133,17,221,455,5880,1.11
VIC,219,Isaacs,37728,SOKIRANSKY,Boris,1,N,N,ON,Pauline Hanson's One Nation,2298,189,16,139,488,3130,3.18
VIC,219,Isaacs,36434,DREYFUS,Mark,2,Y,Y,ALP,Australian Labor Party,29934,1223,125,954,6992,39228,-4.95
VIC,219,Isaacs,36952,O'DONNELL,Sarah,3,N,N,LDP,Liberal Democrats,3766,186,18,147,668,4785,4.87
VIC,219,Isaacs,36725,BEATON,Robbie,4,N,N,LP,Liberal,23177,827,78,848,6376,31306,-3.36
VIC,219,Isaacs,36532,BRESKIN,Alex,5,N,N,GRN,The Greens,9674,650,42,452,1803,12621,1.78
VIC,219,Isaacs,36677,LIVINGSTONE,Alix,6,N,N,AJP,Animal Justice Party,1550,116,7,83,503,2259,-1.3
VIC,219,Isaacs,36029,McCAMISH,Scott Anson,7,N,N,UAPP,United Australia Party,3748,272,29,172,634,4855,0.95
VIC,219,Isaacs,999,Informal,Informal,999,N,N,,Informal,2713,172,19,88,390,3382,-0.8
VIC,220,Jagajaga,36435,THWAITES,Kate,1,Y,Y,ALP,Australian Labor Party,32008,1161,111,1645,6487,41412,0
VIC,220,Jagajaga,37438,PALMARINI,Brendan,2,N,N,CYA,Australian Federation Party,554,45,3,30,132,764,0.75
VIC,220,Jagajaga,36032,ZELINKA,Allison,3,N,N,UAPP,United Australia Party,2663,178,13,204,435,3493,-0.04
VIC,220,Jagajaga,36896,MUSTAF,Zahra,4,N,N,IND,Independent,2434,127,13,121,455,3150,3.11
VIC,220,Jagajaga,36939,TESA,Maya,5,N,N,LDP,Liberal Democrats,3000,171,12,183,394,3760,3.71
VIC,220,Jagajaga,36539,CHASE,Liz,6,N,N,GRN,The Greens,13029,798,50,926,2052,16855,2.26
VIC,220,Jagajaga,37663,BOOKER,John,7,N,N,ON,Pauline Hanson's One Nation,1595,126,7,159,387,2274,2.25
VIC,220,Jagajaga,36726,TOMAR,Sahil,8,N,N,LP,Liberal,22778,773,75,1088,4821,29535,-10.04
VIC,220,Jagajaga,999,Informal,Informal,999,N,N,,Informal,3243,175,15,172,398,4003,0.74
VIC,221,Kooyong,36081,RYAN,Monique,1,Y,N,IND,Independent,31938,1115,116,1455,6679,41303,40.29
VIC,221,Kooyong,36035,HARDIMAN,Scott Andrew,2,N,N,UAPP,United Australia Party,694,67,2,103,145,1011,-0.22
VIC,221,Kooyong,36949,THOM,Alexandra,3,N,N,LDP,Liberal Democrats,739,65,5,98,173,1080,1.05
VIC,221,Kooyong,37284,DALE,Michele,4,N,N,DHJP,Derryn Hinch's Justice Party,100,10,0,14,53,177,0.12
VIC,221,Kooyong,37640,COYNE,Josh,5,N,N,ON,Pauline Hanson's One Nation,487,55,5,69,125,741,0.72
VIC,221,Kooyong,37800,ANDERSON,Will,6,N,N,IND,Independent,156,19,2,31,57,265,0.26
VIC,221,Kooyong,36729,FRYDENBERG,Josh,7,N,Y,LP,Liberal,31273,1120,110,1739,9494,43736,-6.51
VIC,221,Kooyong,36442,LYNCH,Peter,8,N,N,ALP,Australian Labor Party,4760,363,29,494,1445,7091,-10.6
VIC,221,Kooyong,36695,NEHMER,Rachael,9,N,N,AJP,Animal Justice Party,303,27,2,38,130,500,-0.65
VIC,221,Kooyong,36544,MITCHEM,Piers,10,N,N,GRN,The Greens,4541,460,20,494,946,6461,-14.78
VIC,221,Kooyong,37245,CONNOLLY,David,11,N,N,AUVA,Australian Values Party,107,7,0,8,30,152,0.15
VIC,221,Kooyong,999,Informal,Informal,999,N,N,,Informal,2357,126,9,164,390,3046,-0.08
VIC,223,La Trobe,36734,WOOD,Jason,1,Y,Y,LP,Liberal,30411,1386,92,1404,8493,41786,-0.2
VIC,223,La Trobe,37655,ERVIN,Hadden,2,N,N,ON,Pauline Hanson's One Nation,3253,253,11,227,811,4555,-0.62
VIC,223,La Trobe,36549,SCHILLING,Michael,3,N,N,GRN,The Greens,7508,545,26,434,1467,9980,3.32
VIC,223,La Trobe,36037,MOTT,Merryn,4,N,N,UAPP,United Australia Party,4751,376,14,268,773,6182,3.8
VIC,223,La Trobe,36458,ABHIMANYU KUMAR,,5,N,N,ALP,Australian Labor Party,18165,1052,48,796,3857,23918,-7.55
VIC,223,La Trobe,37829,SKINNER,Rebecca,6,N,N,CYA,Australian Federation Party,642,36,3,50,159,890,0.97
VIC,223,La Trobe,36965,ABELMAN,Michael,7,N,N,LDP,Liberal Democrats,1404,97,1,92,317,1911,2.08
VIC,223,La Trobe,36689,JEGES,Helen,8,N,N,AJP,Animal Justice Party,1616,116,5,99,614,2450,2.67
VIC,223,La Trobe,999,Informal,Informal,999,N,N,,Informal,3563,274,13,145,488,4483,0.11
VIC,222,Lalor,32267,MOINUDDIN,Aijaz,1,N,N,IND,Independent,1904,142,27,124,338,2535,1.72
VIC,222,Lalor,36672,URIBE,Claudio,2,N,N,VNS,Victorian Socialists,1226,50,9,72,125,1482,1.67
VIC,222,Lalor,36018,PATERSON,Juanita Coral,3,N,N,UAPP,United Australia Party,5004,249,37,272,778,6340,2.27
VIC,222,Lalor,36443,RYAN,Joanne,4,Y,Y,ALP,Australian Labor Party,30135,1009,187,1562,6154,39047,-7.47
VIC,222,Lalor,36943,BARCATTA,Patrizia,5,N,N,LDP,Liberal Democrats,2628,122,27,174,452,3403,3.84
VIC,222,Lalor,37440,MALLIAROS,Peter,6,N,N,CYA,Australian Federation Party,729,33,10,47,132,951,1.07
VIC,222,Lalor,37625,INGARFILL,James,7,N,N,ON,Pauline Hanson's One Nation,2412,135,9,185,748,3489,3.94
VIC,222,Lalor,36533,BODDEKE,Jack,8,N,N,GRN,The Greens,7081,412,54,416,1229,9192,2.41
VIC,222,Lalor,36740,GADDIPATI,Ravi,9,N,N,LP,Liberal,17244,512,126,894,3307,22083,-5.13
VIC,222,Lalor,999,Informal,Informal,999,N,N,,Informal,4687,248,54,228,535,5752,1.62
VIC,322,Macnamara,37774,MYERS,John B,1,N,N,IND,Independent,1102,140,17,166,410,1835,1.97
VIC,322,Macnamara,36736,HARKIN,Colleen,2,N,N,LP,Liberal,17073,1123,83,1344,7353,26976,-9.72
VIC,322,Macnamara,36436,BURNS,Josh,3,Y,Y,ALP,Australian Labor Party,20603,1267,102,1455,6125,29552,0.93
VIC,322,Macnamara,37779,ANNE,Debera,4,N,N,ON,Pauline Hanson's One Nation,899,97,3,119,231,1349,1.45
VIC,322,Macnamara,37007,McCATHIE,Rob,5,N,N,LDP,Liberal Democrats,1254,114,15,137,426,1946,2.09
VIC,322,Macnamara,36693,SCHULTZ,Ben,6,N,N,AJP,Animal Justice Party,1110,97,11,135,371,1724,-0.08
VIC,322,Macnamara,36538,HODGINS-MAY,Steph,7,N,N,GRN,The Greens,20478,1547,94,1473,3995,27587,5.46
VIC,322,Macnamara,36020,HICKEY,Jane Elizabeth,8,N,N,UAPP,United Australia Party,1277,149,9,188,439,2062,1.01
VIC,322,Macnamara,999,Informal,Informal,999,N,N,,Informal,2325,230,21,172,554,3302,-0.36
VIC,224,Mallee,36060,WEBSTER,Anne,1,Y,Y,NP,The Nationals,42365,566,93,1452,5711,50187,22.65
VIC,224,Mallee,37570,BALDWIN,Sophie,2,N,N,IND,Independent,8568,183,22,398,1085,10256,10.03
VIC,224,Mallee,37690,HAENEL,Claudia,3,N,N,IND,Independent,1890,39,5,71,191,2196,2.15
VIC,224,Mallee,35970,LAHY,Chris,4,N,N,CEC,Citizens Party,666,23,1,52,80,822,0.38
VIC,224,Mallee,36439,HART,Carole,5,N,N,ALP,Australian Labor Party,13948,406,39,750,1990,17133,0.22
VIC,224,Mallee,36596,McCOLL,Sam,6,N,N,GRN,The Greens,4224,251,17,390,581,5463,1.68
VIC,224,Mallee,36022,KING,Stuart William,7,N,N,UAPP,United Australia Party,8241,176,36,262,556,9271,5.56
VIC,224,Mallee,37674,ATKINSON,Vanessa,8,N,N,ON,Pauline Hanson's One Nation,5506,142,24,364,865,6901,6.75
VIC,224,Mallee,999,Informal,Informal,999,N,N,,Informal,5488,114,19,172,320,6113,-5.22
VIC,225,Maribyrnong,37196,HOBART,Mark Michael,1,N,N,GAP,The Great Australian Party,1250,83,8,130,270,1741,1.85
